UserID,MovieID,Actual Rating,Predicted Rating
1,1172,4.0,2.016733
2,185,3.0,2.941701
2,223,1.0,3.576268
2,377,3.0,3.296943
2,497,3.0,3.870069
2,509,4.0,3.4694588
2,527,4.0,4.107876
3,60,3.0,2.4631152
3,110,4.0,3.4588122
3,592,3.0,3.0463147
3,866,3.0,3.3011782
3,2028,4.0,3.1952837
4,289,4.0,3.250266
4,541,5.0,4.7036786
4,1089,5.0,4.719905
4,1127,5.0,3.9625602
4,1213,5.0,4.6497593
4,1371,4.0,3.5489998
4,1917,4.0,2.9471633
4,1967,3.0,4.3305507
4,2085,5.0,4.292327
4,2087,5.0,4.3913035
4,2263,3.0,3.6494248
4,2371,4.0,3.979562
4,2659,3.0,3.678608
4,2791,5.0,4.590556
4,2795,4.0,4.1624966
4,2797,5.0,4.3986473
4,2867,3.0,4.118641
4,3169,4.0,3.7967958
4,3251,5.0,3.8161886
5,104,4.0,3.3913503
5,356,4.0,4.0975876
5,1544,3.5,2.9551146
5,1682,4.0,3.877131
5,1784,4.5,3.7967963
5,1968,4.0,4.1426034
5,2424,4.0,3.552035
5,2502,3.5,3.804524
5,2918,3.5,3.9920812
5,3114,3.5,3.764517
5,3176,3.5,3.4088335
5,8636,4.5,3.7831118
6,293,5.0,3.2811394
6,1285,4.5,3.3122559
6,1747,2.0,3.0201669
6,1909,3.0,2.5669374
6,2001,3.0,2.5926058
6,3751,1.5,3.2197251
6,7153,5.0,3.5817819
7,112,4.0,2.9234054
7,260,5.0,3.9281883
7,272,3.0,3.9063838
7,588,4.0,3.4189436
7,610,3.0,2.9774103
7,708,3.0,3.0855854
7,724,2.0,2.728371
7,786,2.0,2.6761177
7,924,4.0,3.7191894
7,1036,3.0,3.5530455
7,1136,4.0,3.9376671
7,1196,5.0,3.7924745
7,1278,3.0,3.8235693
7,1298,3.0,2.9368017
7,1372,3.0,2.9234352
8,47,5.0,4.0662704
8,805,3.5,3.657646
8,1225,4.0,4.0746512
8,1265,3.0,3.80688
8,1393,3.0,3.6015637
8,1961,5.0,3.9119627
8,2139,3.0,3.301749
8,2423,3.5,3.777396
8,2959,4.0,4.159264
8,3147,4.5,3.8712323
8,5669,3.0,3.89597
8,40583,3.5,3.8043516
8,43871,3.0,2.5213988
9,318,4.0,4.3874264
9,1584,4.0,3.3365312
9,2294,2.0,3.199508
9,2490,3.0,3.4078643
10,345,4.0,3.3386369
10,1459,3.0,2.7169337
10,2539,4.0,3.3400373
10,2881,3.0,2.910928
11,778,4.5,4.3368874
11,51084,4.0,3.1755028
11,79132,4.0,4.395705
11,97938,4.0,4.5056505
12,529,1.0,2.2125204
12,3793,5.0,2.6246312
12,3841,2.0,2.6872382
12,3869,2.0,2.8057845
12,3871,2.0,2.578131
13,110,4.0,3.658739
13,356,5.0,3.6976135
13,362,4.5,3.2393177
13,3396,3.5,3.3909755
13,4878,4.5,3.3857126
13,81834,4.5,3.5166998
14,3157,2.0,2.6946862
15,10,3.0,2.1479113
15,32,4.0,2.7772903
15,50,5.0,3.0140975
15,70,0.5,1.9474514
15,112,2.5,2.0321777
15,162,4.0,2.640474
15,164,4.0,2.5171416
15,170,2.5,2.5745554
15,176,4.0,2.9308598
15,230,1.0,2.684469
15,260,5.0,2.9147959
15,300,4.0,2.74108
15,316,3.0,2.267115
15,318,2.0,3.1167095
15,322,2.5,2.9587412
15,382,3.5,2.251605
15,434,3.0,1.9028124
15,442,1.0,1.9551136
15,540,1.5,1.6507083
15,562,3.0,2.6801035
15,574,3.0,2.7989945
15,610,3.0,2.2829192
15,720,3.0,2.8610008
15,800,5.0,3.0329764
15,836,2.0,1.9244822
15,926,3.0,3.1505718
15,994,4.0,2.5462723
15,1060,4.0,3.113198
15,1186,4.5,2.9051428
15,1214,4.0,3.0914905
15,1258,4.0,2.8261821
15,1260,3.0,3.1185324
15,1280,3.0,2.8469315
15,1290,3.0,2.5945697
15,1342,2.0,2.6499531
15,1464,4.0,2.2929313
15,1476,3.0,2.623904
15,1544,1.0,1.9364223
15,1552,1.5,2.1859202
15,1562,1.5,1.5213166
15,1682,2.0,2.7143319
15,1784,3.0,2.5301008
15,1792,3.0,2.0534594
15,1834,3.5,2.644479
15,1912,5.0,3.0245755
15,1914,3.5,3.012783
15,1956,4.0,2.6755009
15,2020,2.5,2.6996224
15,2028,3.0,2.74583
15,2054,2.0,1.8745338
15,2108,4.5,2.5847979
15,2150,3.0,2.4255114
15,2334,3.0,2.395239
15,2378,3.0,1.6816835
15,2396,2.0,2.7757742
15,2490,1.0,2.6766088
15,2624,3.0,1.816182
15,2692,3.0,3.0594797
15,2700,3.0,2.8434925
15,2710,1.0,2.1031482
15,2712,4.0,2.7022681
15,2840,1.0,1.6540222
15,2890,4.0,2.4519355
15,2916,4.0,2.3640985
15,2918,4.0,2.8794532
15,3006,5.0,2.9876359
15,3010,4.0,3.0661244
15,3020,3.0,2.2700338
15,3060,4.0,2.4493153
15,3108,4.0,2.4949462
15,3134,1.0,2.89803
15,3262,1.0,2.7039146
15,3272,2.0,1.9157908
15,3298,4.0,2.230947
15,3320,5.0,2.421576
15,3358,2.5,2.6078513
15,3476,4.5,3.2630699
15,3510,2.0,2.3401072
15,3534,1.0,2.4048643
15,3536,4.0,2.027441
15,3598,3.0,2.4999654
15,3624,2.0,2.379332
15,3728,4.0,2.4491234
15,3752,1.0,1.8424493
15,3788,3.0,2.9446971
15,3896,3.0,2.2095058
15,3994,4.0,2.2829533
15,3998,1.0,2.4800167
15,4022,3.0,2.2941399
15,4226,5.0,2.9678228
15,4238,3.0,2.5617876
15,4306,1.0,2.6131697
15,4638,1.0,1.5287762
15,4738,3.5,2.07322
15,4888,3.0,3.2395012
15,4890,3.0,2.3358502
15,5066,3.0,1.7013367
15,5222,2.0,2.1663997
15,5254,1.0,1.9065194
15,5388,2.0,2.256272
15,5444,1.0,2.7242038
15,5524,1.0,2.3097687
15,5816,1.0,2.2826724
15,5872,3.0,2.1027808
15,5952,5.0,2.6490653
15,5954,1.0,3.006157
15,6816,4.0,2.6603603
15,6934,1.5,2.137334
15,6942,3.0,2.772559
15,7132,3.0,2.8977008
15,7444,1.0,1.7655568
15,7484,4.0,3.1347945
15,8582,3.5,2.7559898
15,8914,4.5,2.3444674
15,8950,2.0,2.825102
15,26810,2.0,2.585677
15,27478,2.5,1.8139096
15,33004,0.5,2.1955464
15,33166,3.5,2.7159257
15,33794,4.5,2.8158634
15,38886,1.5,2.909314
15,45186,2.5,2.2456682
15,45720,1.5,1.730757
15,45728,0.5,2.3066301
15,46578,1.0,2.336147
15,48082,1.0,2.442678
15,49278,2.5,2.1666045
15,52722,1.5,2.0218534
15,53322,3.5,2.1253784
15,53464,1.5,1.1424818
15,54372,4.5,2.3841007
15,55442,2.5,2.4755847
15,55820,2.0,3.1617203
15,59784,3.5,2.0972605
15,60072,1.0,1.5898077
15,60126,1.0,2.4262948
15,60684,4.0,2.268396
15,61024,1.0,2.6453035
15,64620,2.0,2.8325028
15,67734,1.5,2.1928804
15,69306,2.0,1.729855
15,79702,1.5,2.8394601
15,80126,1.0,2.5556338
15,80862,2.5,2.386798
15,80906,4.0,2.6685352
15,84392,2.5,2.3096004
15,86190,1.5,2.3384683
15,87222,4.0,2.1451256
15,88744,4.5,2.6672685
15,90866,1.0,2.2837768
15,91542,1.0,2.2815127
15,92420,1.5,2.494463
15,93510,3.0,2.7960744
15,94780,1.5,0.52114165
15,96488,3.5,2.451369
15,101864,3.5,1.8606107
15,103228,5.0,1.666966
15,103372,1.0,2.3258421
15,107406,4.0,1.983395
15,110102,4.0,2.6849113
15,110730,1.0,1.7697158
15,111360,1.0,1.6181809
15,112556,4.5,2.6880832
15,112788,1.0,1.0444264
15,113378,0.5,1.3925686
15,122886,3.5,2.3500164
15,122890,3.0,2.6603603
15,122900,3.0,2.1034532
15,122902,0.5,1.6219841
15,159858,4.0,2.3278153
16,527,4.0,4.1408787
16,5445,4.5,3.8110943
17,356,2.5,3.5422742
17,480,0.5,3.246082
17,492,5.0,3.2567556
17,714,4.5,3.0064998
17,928,4.5,3.8878787
17,942,3.5,3.6730342
17,1244,4.0,3.7184896
17,1258,3.5,3.908982
17,1298,4.5,2.8416057
17,1348,5.0,3.5359128
17,1396,3.0,3.3456855
17,1464,5.0,3.2814715
17,1580,2.5,3.1725934
17,1674,4.5,3.634382
17,2028,3.5,3.2685282
17,2204,4.5,3.1921456
17,2490,4.0,3.1961014
17,2502,1.0,3.4447773
17,2762,4.5,3.7516136
17,2916,4.0,3.0135732
17,3408,2.5,3.260284
17,3598,4.0,3.2860374
17,3742,4.0,3.6809049
17,4034,4.0,3.6823497
17,4226,5.0,3.9318383
17,4262,5.0,3.5748863
17,5266,3.0,2.8175316
17,5316,1.5,3.5974674
17,6214,3.0,4.109535
17,6538,4.0,2.42277
17,7044,2.5,3.7063806
17,7254,4.0,3.0759938
17,8370,3.0,3.5400383
17,8622,3.0,3.6682978
17,8644,2.0,2.802815
17,8798,4.5,3.144917
17,8914,4.5,3.3284554
17,8928,3.0,3.2905858
17,8958,5.0,3.646826
17,27266,3.5,2.6867676
17,27604,3.0,3.2718222
17,31410,5.0,4.1456766
17,31952,4.5,2.0287662
18,25,5.0,3.238707
18,85,4.0,3.5960252
18,653,4.0,2.6840997
19,16,5.0,3.7013993
19,64,2.0,2.489261
19,74,3.0,2.545111
19,162,5.0,3.854261
19,166,2.0,2.2144675
19,176,4.0,4.339678
19,198,3.0,3.386509
19,202,3.0,3.3044877
19,266,1.0,3.3142967
19,276,1.0,2.2758172
19,288,5.0,3.1462069
19,306,5.0,4.117733
19,326,5.0,3.587181
19,328,4.0,3.079056
19,332,3.0,2.7273881
19,350,3.0,2.8466563
19,354,3.0,3.5889542
19,376,3.0,2.976927
19,380,3.0,3.1126199
19,412,3.0,3.3508534
19,454,3.0,3.042889
19,468,4.0,2.9780877
19,588,3.0,3.4361947
19,596,5.0,3.629605
19,648,3.0,3.1296718
19,662,3.0,1.7525333
19,674,4.0,2.1506946
19,736,3.0,2.782073
19,908,4.0,4.1505394
19,912,3.0,4.31483
19,924,4.0,3.9066954
19,950,4.0,2.8426604
19,1028,3.0,3.6288934
19,1042,3.0,3.2559876
19,1082,3.0,3.6410205
19,1088,3.0,2.9343653
19,1090,4.0,3.7020566
19,1204,4.0,4.289006
19,1220,5.0,3.7073858
19,1240,4.0,3.7653852
19,1252,4.0,4.215778
19,1266,4.0,3.6958842
19,1272,3.0,3.9281447
19,1276,4.0,4.267371
19,1290,3.0,3.5301728
19,1332,2.0,3.4786177
19,1342,3.0,3.028606
19,1350,3.0,3.1206353
19,1356,3.0,3.23374
20,593,0.5,2.9084132
20,745,5.0,3.0496864
20,1247,1.0,2.93374
20,6753,4.0,2.636041
20,7153,4.0,3.1515396
20,7841,1.0,3.0706365
20,54259,4.0,3.0936944
21,36,3.0,3.5021598
21,112,4.0,2.817731
21,266,3.0,3.194373
21,344,3.0,2.6824603
21,380,3.0,3.1186373
21,480,3.0,3.2970676
21,858,4.0,4.045866
21,918,4.0,2.988567
21,1032,3.0,3.4822383
21,1088,2.0,3.0054278
21,1198,5.0,3.7301476
21,1214,4.0,3.6595852
21,1234,3.0,3.6478348
21,1270,4.0,3.59543
21,1394,4.0,3.6661294
22,153,3.0,2.4568417
22,355,2.0,2.1415195
22,541,4.5,3.5343082
22,1097,2.5,3.325972
22,1291,5.0,3.5622346
22,1641,2.0,3.2008257
22,1693,2.0,3.3299465
22,1923,2.5,3.2706702
22,1997,3.0,3.3168218
22,2291,4.5,3.4421706
22,2301,3.5,3.2770243
22,2763,1.5,3.2247381
22,3213,4.0,3.5715995
22,4105,4.0,3.3101714
22,4963,2.5,3.4014804
22,5349,5.0,3.1165907
22,5459,3.5,2.9112294
22,8961,3.5,3.4534163
22,33493,2.5,3.4730003
23,32,4.0,3.7027392
23,50,4.0,3.9881918
23,62,4.0,3.1442654
23,104,3.5,3.0770097
23,224,4.0,3.2012403
23,246,4.5,3.7010226
23,252,4.0,2.592062
23,492,4.5,3.0027041
23,508,4.5,3.286336
23,788,2.0,2.6895452
23,924,3.5,3.7312632
23,952,3.5,3.1646607
23,1080,4.0,3.6137207
23,1096,2.5,3.6433585
23,1136,4.0,3.9197834
23,1202,4.5,3.7865064
23,1218,3.5,4.0000234
23,1232,4.0,3.4336314
23,1234,3.5,3.6449916
23,1250,4.0,3.718645
23,1252,4.5,4.0318847
23,1254,3.5,4.044345
23,1256,3.5,3.8215818
23,1262,4.0,3.6837387
23,1304,4.0,3.8097658
23,1354,4.5,3.3534656
23,1394,4.0,3.7044625
23,1464,2.0,3.0453968
23,1552,3.0,2.7214417
23,1580,3.5,3.2593665
23,1748,5.0,3.241329
23,1792,3.5,2.8253849
23,1932,1.5,3.321472
23,1946,4.0,3.926805
23,1954,3.0,3.538962
23,1956,1.0,3.51992
23,1962,3.5,3.4468682
23,2028,4.0,3.4583063
23,2176,5.0,2.9669697
23,2186,5.0,3.7807422
23,2194,3.5,3.5268557
23,2324,3.5,3.7120175
23,2334,2.5,3.1137338
23,2474,2.5,3.6712732
23,2728,4.0,3.7520707
23,2890,4.0,3.6537087
23,2952,3.5,3.6584144
23,2976,4.5,3.0401022
23,3020,2.5,3.2738402
23,3424,4.0,3.3467183
23,3510,3.5,3.1050725
23,3736,4.0,3.5673425
23,4308,4.5,3.3101513
23,4720,4.0,3.1845784
23,4816,3.0,2.7924623
23,5060,3.0,3.398523
23,5222,4.0,3.009763
23,6016,5.0,3.9883046
23,6440,3.5,3.9742148
23,6552,3.5,3.665793
23,6620,3.5,3.4648733
23,6796,3.5,3.8191993
23,6874,5.0,3.5423021
23,6890,4.0,3.1230154
23,7042,2.5,3.1933653
23,8042,4.5,3.6822174
23,8376,4.5,3.1221516
23,8464,3.5,3.3819885
23,26242,5.0,3.4628093
23,33162,2.5,3.0523899
23,33794,3.5,3.558802
23,34048,3.0,2.5342174
24,165,4.0,2.9623163
25,260,4.0,3.8663561
25,778,4.0,3.5644941
25,786,3.0,3.1432433
25,832,3.0,3.4195812
25,1358,5.0,3.616899
26,367,2.0,2.5769947
26,1653,3.5,3.2431335
26,1687,3.5,2.4858334
26,1753,3.0,3.151769
26,4963,1.5,3.3489141
26,7323,4.0,3.0710123
26,37731,3.0,4.021974
26,44195,5.0,3.4606683
26,50851,3.5,3.1201649
26,54503,2.5,3.2797973
26,55167,0.5,0.44692168
26,55765,2.5,3.3363786
26,57669,3.5,3.8725963
26,59369,5.0,3.6152928
26,59387,3.0,3.7916105
26,61323,3.5,3.393818
26,70533,0.5,3.2673397
26,82459,4.0,3.190848
26,92259,4.5,3.7009592
27,2502,4.0,3.8699446
27,2712,4.0,3.2664735
28,903,3.0,4.4389043
28,913,4.0,4.573758
28,953,2.0,4.34564
28,2109,5.0,3.6511471
30,21,5.0,3.5609288
30,23,4.0,2.7159185
30,209,2.0,2.410789
30,227,2.0,3.1023388
30,253,4.0,3.326451
30,281,4.0,3.6154032
30,349,5.0,3.6690154
30,445,4.0,2.7475243
30,463,4.0,3.1950102
30,471,4.0,3.4780786
30,541,4.0,3.8088834
30,593,4.0,4.099617
30,595,5.0,3.8935437
30,953,4.0,4.2433405
30,969,4.0,4.4485006
30,971,4.0,3.6225357
30,1079,5.0,3.9326873
30,1089,5.0,3.8605766
30,1093,1.0,2.9761217
30,1197,3.0,4.148165
30,1207,5.0,4.3580813
30,1227,5.0,3.7110896
30,1271,4.0,4.1133647
30,1277,5.0,3.846278
30,1285,4.0,3.860508
30,1303,4.0,3.8609686
30,1321,4.0,3.561386
30,1333,5.0,3.7354357
30,1345,3.0,3.7462044
30,1393,4.0,3.878771
30,1873,5.0,3.5615263
30,1957,4.0,3.8647647
30,1961,5.0,4.128091
30,2011,4.0,3.4570985
30,2015,3.0,3.4427617
30,2023,5.0,3.5770354
30,2065,5.0,3.498453
30,2081,4.0,4.0587053
30,2083,4.0,3.252285
30,2245,4.0,3.5815468
30,2267,4.0,3.425388
30,2289,5.0,3.84968
30,2291,5.0,3.985257
30,2301,4.0,3.3995886
30,2353,5.0,3.6163697
30,2407,4.0,3.3773293
30,2521,3.0,2.4987319
30,2523,3.0,2.303889
30,2529,4.0,3.5967963
30,2531,2.0,2.764805
30,2533,2.0,3.2553418
30,2535,4.0,3.0562606
30,2561,4.0,3.2755065
30,2687,5.0,3.77369
30,2701,2.0,1.9721247
30,2729,5.0,3.463352
30,2757,2.0,3.9959507
30,2803,4.0,3.5888627
30,2959,4.0,4.016012
30,2971,4.0,4.0264955
30,2989,4.0,3.3883963
30,3053,4.0,2.5737665
30,3071,4.0,4.2064
30,3107,4.0,3.1814058
30,3147,4.0,4.0112786
30,3247,3.0,3.1637607
30,3257,3.0,3.2485714
30,3451,4.0,3.399945
30,3535,3.0,2.8430014
30,3537,4.0,2.7845201
30,3543,5.0,3.9137516
30,3685,4.0,3.1151376
30,3783,4.0,4.0419707
30,4011,4.0,3.8721385
30,5049,4.0,3.4600267
30,5061,3.0,0.877979
30,5293,5.0,3.1860764
30,5303,3.0,2.9008243
30,5655,3.0,3.7275267
30,5847,5.0,1.957721
30,5923,3.0,2.5182228
30,6263,3.0,2.7655
30,6419,5.0,3.4151647
31,372,3.5,3.123486
31,1186,2.0,3.408876
31,1234,4.5,3.9523368
31,2028,4.5,4.0577364
31,5952,4.5,4.2452717
31,48394,4.5,3.9497852
31,55280,4.5,3.9084725
32,165,4.0,3.484187
32,261,4.0,3.781096
32,333,3.0,3.4425273
33,1394,2.0,3.67218
33,1784,4.0,3.489115
33,2170,2.0,2.786146
33,2888,2.0,2.4357011
33,2918,4.0,3.9030886
33,3552,3.0,3.3019688
33,3566,2.0,2.7312522
33,3910,2.0,3.1397567
33,4452,2.0,2.6252823
33,4488,2.0,2.962347
33,5106,2.0,2.1494071
33,5282,4.0,2.0832324
34,39,3.0,3.4373083
34,581,4.0,3.7613194
34,1207,5.0,3.9614358
34,1259,4.0,4.0477924
34,1267,5.0,3.9563067
34,1589,4.0,3.301069
34,2009,4.0,3.2431781
34,2105,4.0,3.3251972
34,2571,5.0,4.0388865
34,2797,3.0,3.7164063
34,3035,5.0,4.1014223
35,468,4.0,2.249198
35,914,1.5,2.2264888
35,2278,4.0,1.055958
35,2336,2.0,2.513015
35,2968,0.5,2.0699723
36,21,3.0,3.3523164
36,25,4.0,3.3493757
36,45,4.0,3.0799525
36,261,4.0,3.4688458
36,481,4.0,3.334723
36,509,4.0,3.5978675
36,539,3.0,3.1080232
37,4014,4.0,4.280129
37,4054,3.0,3.8375049
38,367,3.0,3.036147
38,527,4.5,4.432278
38,1221,4.5,4.5167036
38,2959,4.0,4.2884946
38,4993,4.0,4.318844
38,4995,4.5,4.0456185
38,7063,4.5,4.5287013
38,44555,4.5,4.1925683
38,58559,4.5,4.4585886
38,76111,5.0,3.9973414
38,105197,4.5,4.4174457
39,160,3.0,2.4798207
39,338,3.0,3.0875509
39,592,3.0,3.468327
39,606,4.0,2.4053905
39,662,5.0,1.9614025
40,1197,5.0,4.471287
40,8961,4.5,4.1984005
40,58559,4.5,4.6250954
41,110,4.0,4.1734047
41,262,4.5,3.8406591
41,316,3.5,3.7709012
41,380,4.0,3.860241
41,1270,4.0,4.0839043
41,1302,3.0,3.8517513
41,1320,4.0,3.218169
41,2522,4.0,2.1580637
41,2530,3.0,1.9014286
41,2532,3.0,3.7368443
41,3638,3.5,3.73629
41,3702,4.0,3.6716614
41,4370,4.0,3.226601
41,4678,4.0,3.4346292
41,5490,3.5,5.086357
41,5618,4.0,4.220684
41,6316,4.5,2.8487267
42,1721,4.0,3.3204806
42,2985,4.0,3.5421753
42,3793,3.5,3.535128
42,5349,4.0,3.552731
42,40815,3.5,3.7937562
42,44191,4.0,3.9208832
42,109487,4.0,3.9693806
43,216,1.0,2.4806547
43,480,4.0,3.035366
43,500,3.0,3.0215766
43,1580,4.0,3.0351915
43,2454,3.0,3.070403
43,2858,5.0,3.6986756
43,2978,2.0,2.765276
43,3450,2.0,2.5906987
44,3,5.0,2.8247364
44,25,3.0,2.7259402
44,95,3.0,2.808611
44,1047,3.0,2.8178566
45,520,3.5,2.2416742
46,1359,4.5,1.7443733
46,1965,5.0,3.5930963
46,2541,5.0,4.06923
46,4993,5.0,5.24375
46,7153,5.0,5.229043
47,50,4.0,4.433749
47,208,3.0,3.0141585
47,296,4.0,4.2498026
47,380,4.0,3.7948608
47,410,3.0,3.2042994
47,420,3.0,2.7609293
48,293,5.0,3.7210112
48,593,3.5,3.8853333
48,1499,2.5,1.5944242
48,1591,3.0,2.2435322
48,1921,4.0,3.3980994
48,1997,3.5,3.5384407
48,2455,2.5,3.1030092
48,2571,4.5,3.8308787
48,3677,4.5,3.9309597
48,4973,5.0,3.860035
48,4975,3.5,2.8361783
48,5459,3.0,2.898704
48,6223,3.5,2.489747
48,6377,4.0,3.7039566
48,6711,3.0,3.3281932
48,7099,4.0,3.8904836
48,7235,3.0,4.0051723
48,7373,3.5,3.097262
48,27731,4.0,3.0433562
48,27801,3.0,3.4726815
48,37729,3.0,3.81376
48,44555,4.5,3.8604152
48,45517,4.0,3.2682192
48,48385,3.5,3.0297484
48,52287,3.0,2.9934385
48,57669,4.0,3.8317525
48,59141,3.5,2.7079625
48,59387,4.0,4.0167146
48,61323,3.5,3.3841796
48,64993,4.0,2.604159
48,66097,3.5,3.4812415
48,71057,3.5,3.2792785
48,72393,3.5,3.8245595
48,76173,5.0,2.788701
48,77561,3.5,3.2411609
48,77837,4.5,3.1733336
48,79091,4.0,3.4791417
48,79357,3.5,4.533334
48,80831,2.5,2.7200003
48,81845,3.5,3.8524525
48,81847,3.5,3.5307767
48,90531,2.5,3.7799008
48,95167,5.0,3.1469047
48,96821,4.0,3.7360992
48,97225,3.5,3.7214613
48,102445,4.0,3.639913
48,107953,2.5,3.0596645
48,108945,2.5,2.7322774
48,109487,3.5,3.8066564
48,110553,3.0,2.563882
48,111759,4.0,3.6351476
48,112175,3.5,3.3689427
48,115149,2.5,3.480716
49,592,2.0,3.29236
49,750,4.0,3.9512928
49,1254,4.0,4.2283063
49,4042,3.0,3.2077572
49,5060,4.0,3.4733748
50,21,3.0,2.8698108
50,253,3.0,3.0034091
50,337,3.0,3.0127664
50,339,4.0,2.9869962
50,357,4.0,3.0456243
50,367,4.0,2.6645775
50,457,3.0,3.458786
50,597,3.0,3.0150862
51,2396,2.0,4.3456364
51,2722,5.0,3.4786956
51,2724,2.0,3.684772
52,3155,4.5,3.5235615
52,3793,3.5,2.9980466
52,6539,3.5,3.6441467
52,6807,5.0,3.7576609
52,8983,3.5,3.0126722
52,27721,5.0,3.6607084
53,392,1.0,3.7275214
53,484,1.0,2.579486
53,2986,4.0,2.02854
53,3160,2.0,2.2352333
54,1201,4.5,3.0019834
54,2991,3.5,3.4284468
54,30749,3.5,3.321709
54,58803,4.5,3.455418
54,68157,4.5,3.2810452
55,6,5.0,4.231281
55,74,3.0,3.1868844
55,724,4.0,3.184291
56,21,2.0,3.3960648
56,101,4.0,3.5233006
56,223,4.0,3.4344177
56,231,2.0,3.0546827
56,333,2.0,3.1011097
56,1197,4.0,3.8012497
56,1207,5.0,3.5970647
56,1209,5.0,3.8616972
56,1235,5.0,3.5081508
56,1247,2.0,3.7295442
56,1291,4.0,3.6500716
56,1673,4.0,3.5277503
56,2253,1.0,2.7122843
56,2599,5.0,3.5243173
56,2951,2.0,3.820226
56,3079,4.0,3.1266844
56,3361,2.0,3.5512547
56,3671,4.0,3.8293903
56,3791,4.0,3.6694734
56,4973,5.0,3.4447923
56,5103,4.0,3.4205701
56,5377,5.0,3.2823803
56,6867,4.0,3.6705577
56,27773,5.0,3.8625379
56,52435,4.0,3.5524273
56,54881,5.0,3.672999
56,55765,2.0,3.4557734
